"Time(s)"," X"," Y"," Z"
"1418282949.373","368","576","-152"
"1418282949.457","584","1328","368"
"1418282949.540","368","448","-168"
"1418282949.623","416","832","-104"
"1418282949.706","504","1176","136"
"1418282949.789","304","168","-336"
"1418282949.872","416","1360","104"
"1418282949.955","536","1288","104"
"1418282950.038","344","336","-232"
"1418282950.121","608","1872","256"
"1418282950.204","408","720","-128"
"1418282950.287","392","512","-488"
"1418282950.371","608","1304","0"
"1418282950.454","368","8","-520"
"1418282950.537","424","1152","-368"
"1418282950.621","440","1128","96"
"1418282950.703","296","120","-752"
"1418282950.786","496","1424","-96"
"1418282950.869","432","688","-168"
"1418282950.952","280","384","-696"
"1418282951.035","496","1536","176"
"1418282951.368","352","-24","-896"
"1418282951.534","488","760","-160"
"1418282951.617","336","320","-808"
"1418282951.700","488","1520","-168"
"1418282951.783","296","320","-632"
"1418282951.866","200","744","-544"
"1418282951.949","512","1512","-128"
"1418282952.032","568","984","-360"
"1418282952.117","240","128","-720"
"1418282952.198","720","-264","-504"
"1418282952.281","344","-96","-1128"
"1418282952.364","656","-120","-952"
"1418282952.447","504","-192","-592"
"1418282952.530","328","-232","-1200"
"1418282952.613","776","208","-712"
"1418282952.696","208","-392","-816"
"1418282952.779","880","1152","-496"
"1418282952.863","320","360","-680"
"1418282952.945","520","576","-784"
"1418282953.029","696","976","-352"
"1418282953.112","192","384","-520"
"1418282953.196","952","1248","-64"
"1418282953.278","304","208","-992"
"1418282953.361","376","544","-840"
"1418282953.444","760","960","-560"
"1418282953.527","104","360","-320"
"1418282953.610","912","1176","-24"
"1418282953.693","536","440","-656"
"1418282953.776","152","152","-592"
"1418282953.859","896","1448","40"
"1418282953.942","96","88","-784"
"1418282954.025","304","584","-736"
"1418282954.690","528","656","-560"
"1418282954.773","712","936","-360"
"1418282954.856","216","456","-560"
"1418282954.939","912","1352","208"
"1418282955.022","384","352","-752"
"1418282955.105","232","168","-968"
"1418282955.188","832","968","-448"
"1418282955.271","200","96","-936"
"1418282955.354","584","624","-712"
"1418282955.437","728","840","-552"
"1418282955.520","192","288","-384"
"1418282955.603","840","1176","-216"
"1418282955.686","464","560","-560"
"1418282955.769","240","144","-744"
"1418282955.853","872","1272","-176"
"1418282955.935","224","192","-896"
"1418282956.018","464","496","-704"
"1418282956.268","864","1152","48"
"1418282956.351","424","344","-696"
"1418282956.434","224","168","-936"
"1418282956.519","880","1336","-80"
"1418282956.600","120","112","-984"
"1418282956.683","520","576","-408"
"1418282956.766","800","936","-496"
"1418282956.849","200","424","-456"
"1418282956.932","880","1168","-72"
"1418282957.015","512","472","-720"
"1418282957.098","208","88","-648"
"1418282957.181","960","1208","-144"
"1418282957.264","168","376","-1096"
"1418282957.347","576","552","-528"
"1418282957.430","560","440","-824"
"1418282957.513","376","16","-984"
"1418282957.597","776","432","-616"
"1418282957.680","256","-144","-752"
"1418282957.763","888","448","-784"
"1418282957.846","312","-88","-808"
"1418282957.929","616","112","-672"
"1418282958.012","648","376","-648"
"1418282958.095","320","408","-336"
"1418282958.266","304","432","-696"
"1418282958.345","568","696","-552"
"1418282958.427","600","560","-832"
"1418282958.510","296","288","-656"
"1418282958.593","744","1080","-328"
"1418282958.676","296","176","-776"
"1418282958.759","376","496","-616"
"1418282958.842","704","920","-640"
"1418282958.925","296","320","-464"
"1418282959.008","704","944","-160"
"1418282959.092","520","872","-264"
"1418282959.175","552","664","-144"
"1418282959.258","576","856","-368"
"1418282959.341","432","320","-424"
"1418282959.673","712","1096","-256"
"1418282961.474","448","1032","-176"
"1418282961.583","336","376","-824"
"1418282961.666","552","1280","-80"
"1418282961.750","456","312","-1024"
"1418282961.833","432","944","-176"
"1418282961.916","464","1056","-168"
"1418282962.000","360","208","-824"
"1418282962.083","480","1472","-232"
"1418282962.166","384","728","-336"
"1418282962.249","320","288","-840"
"1418282962.332","472","1448","-200"
"1418282962.415","480","360","-664"
"1418282962.498","328","520","-1000"
"1418282962.581","432","1056","-112"
"1418282962.664","392","-24","-1040"
"1418282962.747","312","720","-904"
"1418282962.830","448","976","-208"
"1418282962.917","320","48","-1000"
"1418282962.996","328","928","-648"
"1418282963.080","368","792","-64"
"1418282963.163","328","248","-1104"
"1418282963.246","408","1320","-392"
"1418282963.329","480","624","-488"
"1418282963.412","240","152","-1096"
"1418282963.495","376","1368","-208"
"1418282963.578","376","232","-568"
"1418282963.661","288","480","-992"
"1418282963.744","440","1208","-104"
"1418282963.827","376","184","-816"
"1418282963.911","336","832","-528"
"1418282963.993","456","1016","-280"
"1418282964.076","360","400","-896"
"1418282964.243","432","768","-408"
"1418282964.326","288","400","-792"
"1418282964.409","432","1432","-376"
"1418282964.492","424","512","-576"
"1418282964.575","296","432","-848"
"1418282964.658","432","1096","-328"
"1418282964.741","376","24","-752"
"1418282964.824","312","840","-848"
"1418282964.907","432","1040","-184"
"1418282964.990","320","184","-936"
"1418282965.073","344","1288","-136"
"1418282965.159","352","600","-416"
"1418282965.239","344","472","-400"
"1418282965.323","528","960","-480"
"1418282965.406","304","784","-288"
"1418282965.489","432","992","-368"
"1418282965.572","392","872","-328"
"1418282965.655","544","1160","16"
"1418282965.738","640","920","-304"
"1418282965.821","328","128","-488"
"1418282965.904","624","8","-1008"
"1418282965.987","544","120","-576"
"1418282966.070","480","-224","-1008"
"1418282966.319","888","600","-608"
"1418282966.402","408","200","-688"
"1418282967.067","160","184","-784"
"1418282967.150","840","1112","296"
"1418282967.233","304","312","-672"
"1418282967.316","112","192","-488"
"1418282967.399","16","736","-400"
"1418282967.482","8","832","-552"
"1418282967.565","-56","864","-1064"
"1418282967.648","-528","488","-1200"
"1418282967.731","-816","792","-800"
"1418282967.815","-760","640","-640"
"1418282967.898","-632","328","-824"
"1418282967.981","-856","640","-776"
"1418282968.064","-824","728","-816"
"1418282968.147","-600","704","-1096"
"1418282968.230","-352","776","-888"
"1418282968.313","-120","648","-592"
"1418282968.396","64","584","-480"
"1418282968.479","216","416","-504"
"1418282968.562","376","392","-456"
"1418282968.645","312","256","-688"
"1418282968.728","480","400","-944"
"1418282968.978","752","1200","-280"
"1418282969.061","320","280","-744"
"1418282969.144","256","392","-632"
"1418282969.227","760","1056","-480"
"1418282969.310","152","248","-888"
"1418282969.394","488","592","-848"
"1418282969.476","792","952","-528"
"1418282969.559","144","256","-544"
"1418282969.642","856","1136","-240"
"1418282969.725","480","520","-584"
"1418282969.808","152","136","-648"
"1418282969.891","936","1272","-112"
"1418282969.974","232","144","-848"
"1418282970.057","424","424","-776"
"1418282970.140","768","904","-560"
"1418282970.223","104","136","-784"
"1418282970.307","648","704","-424"
"1418282970.390","672","856","-408"
"1418282970.473","112","336","-384"
"1418282970.556","976","1432","-80"
"1418282970.639","352","376","-896"
"1418282970.722","216","248","-816"
"1418282970.805","808","928","-568"
"1418282970.889","120","208","-1112"
"1418282970.971","480","712","-336"
"1418282971.057","728","960","-520"
"1418282971.137","168","336","-872"
"1418282971.220","632","1128","-160"
"1418282971.303","352","592","-464"
"1418282971.386","176","128","-528"
"1418282971.469","728","1344","8"
"1418282971.552","256","336","-936"
"1418282971.636","536","736","-568"
"1418282971.719","552","856","-656"
"1418282971.802","256","448","-536"
"1418282971.885","720","1272","-160"
"1418282971.973","176","264","-896"
"1418282972.051","496","760","-392"
"1418282973.854","624","976","-584"
"1418282974.210","568","560","-696"
"1418282974.293","696","920","-592"
"1418282974.376","272","312","-536"
"1418282974.461","896","1216","-112"
"1418282974.543","424","280","-800"
"1418282974.626","344","336","-864"
"1418282974.709","736","976","-336"
"1418282974.792","400","360","-768"
"1418282974.875","872","368","-600"
"1418282974.958","312","24","-888"
"1418282975.041","920","320","-744"
"1418282975.125","264","-8","-928"
"1418282975.208","816","424","-608"
"1418282975.291","536","312","-848"
"1418282975.540","336","408","-800"
"1418282975.623","720","1024","-240"
"1418282975.707","280","216","-920"
"1418282975.790","696","896","-224"
"1418282975.873","512","480","-664"
"1418282975.956","432","192","-712"
"1418282976.039","728","904","-480"
"1418282976.122","232","304","-872"
"1418282976.205","720","816","-240"
"1418282976.288","552","584","-656"
"1418282976.371","328","120","-880"
"1418282976.454","728","832","-248"
"1418282976.537","280","120","-920"
"1418282976.620","488","328","-576"
"1418282976.703","648","824","-272"
"1418282976.786","584","1032","-208"
"1418282977.035","648","1096","-160"
"1418282977.118","512","496","-392"
"1418282977.201","744","1320","192"
"1418282977.284","432","280","-776"
"1418282977.368","616","600","-104"
"1418282977.451","712","992","-112"
"1418282977.534","504","472","-368"
"1418282977.617","776","1560","608"
"1418282977.700","464","416","-784"
"1418282977.787","504","648","-288"
"1418282977.866","704","984","40"
"1418282977.949","448","512","-432"
"1418282978.032","648","1120","416"
"1418282978.115","520","656","-392"
"1418282978.198","424","280","-432"
"1418282978.281","704","1040","144"
"1418282978.367","416","280","-800"
"1418282978.447","472","824","72"
"1418282978.531","600","768","-368"
"1418282978.701","616","1328","720"
"1418282978.779","496","688","-576"
"1418282979.444","376","128","-992"
"1418282979.527","520","672","-64"
"1418282979.610","656","1064","-32"
"1418282979.693","488","568","-296"
"1418282979.780","680","1384","744"
"1418282979.859","488","544","-528"
"1418282979.942","504","696","-264"
"1418282980.025","656","1120","192"
"1418282980.108","424","416","-560"
"1418282980.191","536","936","472"
"1418282980.274","560","768","-344"
"1418282980.357","448","400","-416"
"1418282980.440","696","1336","696"
"1418282980.523","464","624","-672"
"1418282980.606","512","840","112"
"1418282980.689","624","904","-200"
"1418282980.772","496","544","-256"
"1418282980.855","664","1280","616"
"1418282980.938","464","448","-824"
"1418282981.021","512","840","144"
"1418282981.104","632","936","-104"
"1418282981.187","352","96","-464"
"1418282981.272","576","1192","784"
"1418282981.353","328","632","-848"
"1418282981.436","704","1048","504"
"1418282981.519","392","1016","-560"
"1418282981.602","608","1032","216"
"1418282981.686","456","672","-656"
"1418282982.018","664","848","-160"
"1418282982.101","280","456","-744"
"1418282982.267","632","984","-176"
"1418282982.350","304","576","-592"
"1418282982.433","728","960","0"
"1418282982.517","216","184","-1208"
"1418282982.599","448","744","-144"
"1418282982.682","624","960","-640"
"1418282982.848","744","1120","400"
"1418282982.931","288","560","-968"
"1418282983.014","616","1024","136"
"1418282983.098","360","584","-752"
"1418282983.181","296","768","-104"
"1418282983.264","384","856","-584"
"1418282983.347","632","728","-808"
"1418282983.430","448","560","-928"
"1418282983.513","272","328","-696"
"1418282983.596","688","576","-704"
"1418282983.679","136","88","-832"
"1418282983.762","664","968","-1008"
"1418282983.848","176","136","-976"
"1418282983.928","144","408","-920"
"1418282984.011","640","696","-960"
"1418282984.098","-32","128","-872"
"1418282984.178","424","432","-936"
"1418282984.260","408","264","-1088"
"1418282984.343","-16","-136","-840"
"1418282984.426","648","768","-872"
"1418282985.092","560","1104","-264"
"1418282985.174","216","512","-320"
"1418282985.257","744","1360","0"
"1418282985.340","200","352","-624"
"1418282985.423","624","936","-368"
"1418282985.506","720","888","-464"
"1418282985.589","184","328","-392"
"1418282985.672","944","1312","-280"
"1418282985.755","184","280","-480"
"1418282986.004","216","208","-336"
"1418282986.087","1000","1480","-8"
"1418282986.171","240","296","-576"
"1418282986.253","592","840","-168"
"1418282986.336","744","1176","-264"
"1418282986.419","320","528","-48"
"1418282986.502","952","1360","352"
"1418282986.586","352","480","-568"
"1418282986.669","616","816","-208"
"1418282986.752","808","1224","-296"
"1418282986.835","328","440","-32"
"1418282986.918","976","1440","632"
"1418282987.001","512","600","-672"
"1418282987.084","448","648","-208"
"1418282987.167","872","1176","-136"
"1418282987.250","296","360","-184"
"1418282987.333","792","1272","480"
"1418282987.416","544","536","-608"
"1418282987.666","384","544","32"
"1418282987.749","864","1112","184"
"1418282987.833","528","584","-296"
"1418282987.915","392","336","-344"
"1418282987.998","912","1064","-32"
"1418282988.081","312","536","-96"
"1418282988.164","752","1592","624"
"1418282988.247","512","616","-568"
"1418282988.331","360","552","-216"
"1418282988.413","872","1016","-96"
"1418282988.497","408","488","-64"
"1418282988.580","784","1560","512"
"1418282988.663","424","584","-584"
"1418282988.746","408","864","-144"
"1418282988.829","744","1312","-88"
"1418282988.912","336","544","-120"
"1418282988.995","800","1432","344"
"1418282989.161","608","976","-288"
"1418282989.244","712","936","-680"
"1418282989.327","304","296","-528"
"1418282989.410","808","712","-440"
"1418282989.494","160","-32","-840"
"1418282989.576","688","600","-456"
"1418282989.659","608","368","-928"
"1418282989.743","232","192","-776"
"1418282990.075","800","616","-872"
"1418282990.740","616","912","-536"
"1418282990.822","104","560","-448"
"1418282990.905","696","1208","-48"
"1418282990.988","192","560","-680"
"1418282991.071","376","872","-392"
"1418282991.154","472","632","-728"
"1418282991.237","144","312","-664"
"1418282991.321","480","672","-632"
"1418282991.403","288","352","-496"
"1418282991.570","216","648","-544"
"1418282991.653","528","1232","264"
"1418282991.736","360","736","-488"
"1418282991.819","488","808","-64"
"1418282991.902","480","936","-480"
"1418282991.985","344","560","-296"
"1418282992.068","552","1088","-80"
"1418282992.151","280","656","-208"
"1418282992.234","640","1432","720"
"1418282992.317","344","648","-608"
"1418282992.400","392","816","-184"
"1418282992.483","600","1256","48"
"1418282992.566","288","632","-408"
"1418282992.649","536","1432","856"
"1418282992.732","240","840","-568"
"1418282992.816","688","1104","360"
"1418282992.898","208","680","-776"
"1418282992.981","552","1184","408"
"1418282993.067","240","632","-712"
"1418282993.314","352","336","-856"
"1418282993.397","352","336","-952"
"1418282993.480","608","456","-880"
"1418282993.563","216","192","-896"
"1418282993.646","544","656","-1000"
"1418282993.729","192","288","-840"
"1418282993.812","584","728","-960"
"1418282993.895","352","368","-680"
"1418282993.978","216","296","-1016"
"1418282994.063","624","536","-896"
"1418282994.144","112","208","-680"
"1418282994.227","600","568","-1096"
"1418282994.311","416","360","-632"
"1418282994.394","176","192","-952"
"1418282994.477","664","744","-1080"
"1418282994.560","152","96","-656"
"1418282994.643","464","608","-1088"
"1418282994.726","608","368","-720"
"1418282994.809","80","264","-856"
"1418282994.892","768","1104","-968"
"1418282994.975","368","296","-656"
"1418282995.058","176","120","-672"
"1418282995.141","784","976","-576"
"1418282995.224","352","624","-392"
"1418282995.307","608","1272","-256"
"1418282995.390","304","256","-496"
"1418282995.473","544","880","-280"
"1418282995.556","560","576","-568"
"1418282995.639","288","144","-488"
"1418282995.722","720","1336","-80"
