Average X, Average Y, Average Z, Number of Peaks X, Number of Peaks Y, Number of Peaks Z, Average Slope X, Average Slope Y, Average Slope Z, Average XY, Average XZ, Average YZ , Activity
753.6,-559.2,-171.2,4,5,5,-710.0013077,785.3795674,-471.3561619,1312.8,924.8,-388,Combing Hair
304.8,-748.8,-760,4,4,5,-558.3179709,-1714.095163,556.0417292,1053.6,1064.8,11.2,Combing Hair
136.8,-576,-777.6,6,4,5,-1070.950013,-1285.135728,-1017.404515,712.8,914.4,201.6,Combing Hair
16.8,-556.8,-706.4,6,3,3,-801.6849273,-126.476185,-43.98986767,573.6,723.2,149.6,Combing Hair
596,440.8,-248.8,6,2,4,-482.2163621,1831.225249,-563.2997215,155.2,844.8,689.6,Combing Hair
316.8,671.2,-448,3,5,5,331.9945589,-760.3733398,-149.9321196,-354.4,764.8,1119.2,Combing Hair
39.2,1012,-390.4,3,6,3,85.74078034,31.91912966,588.9423161,-972.8,429.6,1402.4,Combing Hair
-265.6,1007.2,-3.2,4,5,4,-382.022318,160.7796236,236.3959501,-1272.8,-262.4,1010.4,Inactive
540,504.8,44.8,1,8,5,1395.829963,-2023.180292,-283.5578018,35.2,495.2,460,Raise Arm
698.4,-716,-281.6,5,3,6,-903.7652741,891.1184808,-323.9252014,1414.4,980,-434.4,Combing Hair
669.6,-768,-338.4,4,6,4,1113.788487,-974.5649264,1060.240964,1437.6,1008,-429.6,Combing Hair
540.8,-595.2,-275.2,4,5,4,-323.7728303,-593.472613,-234.9436459,1136,816,-320,Combing Hair
700.8,-265.6,392.8,6,2,5,-477.8694726,1471.621845,-1339.993676,966.4,308,-658.4,Combing Hair
60,731.2,-872,4,2,4,-491.5111715,1706.191647,729.5061343,-671.2,932,1603.2,Combing Hair
486.4,552,-351.2,3,8,5,532.9055753,-1568.739446,-165.0663657,-65.6,837.6,903.2,Combing Hair
132,35.2,594.4,6,5,4,-1253.012048,1338.688086,1488.621151,96.8,-462.4,-559.2,Lower Arm
-764.5714286,761.1428571,66.28571429,3,3,4,61.84217305,-263.9858948,-526.1191093,-1525.714286,-830.8571429,694.8571429,Inactive
307.2,948,-128,3,4,4,150.9375647,-19.85444144,106.349455,-640.8,435.2,1076,Drawing
293.6,938.4,-60,4,4,6,-6.540214682,37.36576952,10.74531907,-644.8,353.6,998.4,Drawing
279.2,855.2,-424.8,3,4,5,42.83826263,-440.1093678,-761.2660691,-576,704,1280,Drawing
319.2,845.6,-427.2,4,5,4,62.87893746,-365.3980063,-757.6966369,-526.4,746.4,1272.8,Drawing
343.2,775.2,-552,4,4,4,-56.47998088,-119.5900656,527.313779,-432,895.2,1327.2,Drawing
255.2,860,-255.2,5,2,5,-262.0873531,711.458116,601.2161077,-604.8,510.4,1115.2,Drawing
112.8,997.6,-212.8,5,3,4,-64.25711708,4.844776891,307.3887912,-884.8,325.6,1210.4,Drawing
73.6,976,-214.4,6,3,5,-32.12853547,-32.12872005,-64.25725551,-902.4,288,1190.4,Drawing
79.2,996.8,-220,3,3,5,56.53105838,74.60342937,243.9875571,-917.6,299.2,1216.8,Drawing
66.4,989.6,-188.8,6,4,3,-139.1239972,-40.6428789,309.2098011,-923.2,255.2,1178.4,Drawing
253,729,-306,4,4,7,270.1180957,-481.9272253,-2043.135703,-476,559,1035,Drawing
258.4,864,-302.4,7,5,1,-396.0338082,350.9358328,549.9109336,-605.6,560.8,1166.4,Drawing
92,948,-286.4,5,4,4,39.34714097,33.37787161,-35.6204524,-856,378.4,1234.4,Drawing
124,961.6,-254.4,4,4,4,188.0296552,-1.694230078,-137.0391802,-837.6,378.4,1216,Drawing
207.2,969.6,-252,4,6,4,-58.35355721,-253.8433612,-161.4964687,-762.4,459.2,1221.6,Drawing
132.8,931.2,-188.8,3,3,3,-117.1546497,279.4984449,-137.48319,-798.4,321.6,1120,Drawing
105.6,975.2,-144.8,4,4,3,0.488330632,33.1897023,514.1559743,-869.6,250.4,1120,Drawing
87.2,995.2,-149.6,3,5,5,-32.12832013,-32.12844318,-85.67477176,-908,236.8,1144.8,Drawing
84.8,993.6,-146.4,3,3,5,18.63057332,54.28673028,-12.79498745,-908.8,231.2,1140,Drawing
148.8,944,27.2,5,4,3,110.6582563,238.6950816,-222.556705,-795.2,121.6,916.8,Drawing
96,842.6666667,-362.6666667,2,1,3,-64.2281757,-27.03917678,-564.2540557,-746.6666667,458.6666667,1205.333333,Drawing
-955.2,292.8,-193.6,4,3,5,67.43504236,-32.37442952,-3.187400799,-1248,-761.6,486.4,Inactive
-861.6,540.8,-404.8,3,3,5,715.6818956,723.1024134,-442.9335019,-1402.4,-456.8,945.6,Raise Arm
429.6,584.8,-351.2,1,7,3,1282.292368,-315.8052656,347.1415577,-155.2,780.8,936,Raise Arm
810.4,555.2,25.6,4,4,5,155.8659236,-152.5377958,319.6670794,255.2,784.8,529.6,Brush Teeth
792,546.4,64.8,5,5,3,128.5145418,-192.7718588,578.3148382,245.6,727.2,481.6,Brush Teeth
791.2,536,104,4,4,4,56.79287441,-3.930175816,182.9475912,255.2,687.2,432,Brush Teeth
830.4,507.2,156.8,5,4,4,-166.0673253,-65.75866869,-196.6708236,323.2,673.6,350.4,Brush Teeth
806.4,566.4,24,4,5,5,-47.3540766,400.0901118,-594.2509034,240,782.4,542.4,Brush Teeth
815.2,542.4,29.6,5,5,6,177.8483841,-21.15170252,199.3939482,272.8,785.6,512.8,Brush Teeth
794.4,550.4,-15.2,4,5,4,66.44106361,28.78458799,547.328267,244,809.6,565.6,Brush Teeth
796,544.8,71.2,5,3,3,-145.4889353,-94.62139077,-320.5992834,251.2,724.8,473.6,Brush Teeth
792,556,135.2,5,4,5,-215.6112164,-79.11102992,-874.2892058,236,656.8,420.8,Brush Teeth
808,476,-88,4,4,6,133.5186638,-530.6629104,-1239.423713,332,896,564,Brush Teeth
804,-1.6,-637.6,5,5,4,15.22221014,-79.17646552,-404.3149367,805.6,1441.6,636,Brush Teeth
778.4,24,-644,5,6,5,-214.5710862,-385.5109432,101.1710165,754.4,1422.4,668,Brush Teeth
797.6,6.4,-613.6,5,5,4,-172.5339424,-354.2070986,844.5060509,791.2,1411.2,620,Brush Teeth
764,-89.6,-611.2,3,5,4,-101.2080567,-39.61632404,-159.8733397,853.6,1375.2,521.6,Brush Teeth
839.2,310.4,-315.2,6,4,3,-192.6495366,415.9541495,159.7767156,528.8,1154.4,625.6,Brush Teeth
870.4,332,-292,4,4,5,-77.68473617,-50.48212568,-211.6045154,538.4,1162.4,624,Brush Teeth
852,412,-136.8,5,4,4,464.6722306,157.4212659,445.0680725,440,988.8,548.8,Brush Teeth
857.6,381.6,-116.8,4,4,4,273.5174778,128.524687,786.4655697,476,974.4,498.4,Brush Teeth
837.6,488,-76.8,5,4,5,-246.562337,-56.73898133,251.0393055,349.6,914.4,564.8,Brush Teeth
824.8,514.4,161.6,4,3,4,-129.4835344,-295.3558311,-796.3041081,310.4,663.2,352.8,Brush Teeth
823.2,449.6,15.2,4,4,5,269.1319751,13.63417966,154.0271105,373.6,808,434.4,Brush Teeth
863.2,324,-276.8,4,5,5,-134.9983015,-263.7517906,195.6900769,539.2,1140,600.8,Brush Teeth
923.2,326.4,-68,4,3,4,-31.16521441,192.3658589,-235.5523887,596.8,991.2,394.4,Brush Teeth
729.6,-336.8,-668,3,4,5,179.1139623,52.09356163,-518.8994114,1066.4,1397.6,331.2,Brush Teeth
744.8,-361.6,-560,6,5,4,-337.7317195,-105.0552021,528.0797302,1106.4,1304.8,198.4,Brush Teeth
760,-205.6,-661.6,5,5,3,92.68884493,113.3427424,416.2635885,965.6,1421.6,456,Brush Teeth
774.4,-195.2,-553.6,3,4,6,-115.0534351,-17.38664175,139.1566203,969.6,1328,358.4,Brush Teeth
752.8,-163.2,-674.4,4,3,5,410.6981121,113.2415004,-580.503913,916,1427.2,511.2,Brush Teeth
720.8,-288,-633.6,4,4,5,-136.7769631,87.3393271,-154.5019201,1008.8,1354.4,345.6,Brush Teeth
795.2,-395.2,-562.4,5,5,5,39.57323147,-195.9071623,192.1995771,1190.4,1357.6,167.2,Brush Teeth
837.6,-328,-508,6,6,6,-50.46179084,-34.37909869,122.8621045,1165.6,1345.6,180,Brush Teeth
816,-371.2,-488.8,5,5,5,-132.6700286,-262.0199743,194.2294428,1187.2,1304.8,117.6,Brush Teeth
767.2,-356.8,-576,5,5,6,-192.771182,-203.6063017,152.101508,1124,1343.2,219.2,Brush Teeth
763.2,-377.6,-586.4,4,4,6,-32.12859699,-278.4472459,-257.027607,1140.8,1349.6,208.8,Brush Teeth
725.6,-344.8,-660,5,5,5,-186.5353331,-361.3309886,163.1201391,1070.4,1385.6,315.2,Brush Teeth
716,-268,-697.6,5,5,5,232.4949125,176.0843471,-476.0733887,984,1413.6,429.6,Brush Teeth
753.6,165.6,-331.2,4,2,3,146.3627098,1303.626978,672.4014395,588,1084.8,496.8,Brush Teeth
802.4,462.4,-175.2,5,4,4,224.900925,-13.38518819,463.1920064,340,977.6,637.6,Brush Teeth
816,472.8,-108,4,4,3,168.6752165,279.848721,1365.206743,343.2,924,580.8,Brush Teeth
829.6,480,-80,3,4,4,274.1537424,-43.1763682,1004.617312,349.6,909.6,560,Brush Teeth
856,360,-291.2,4,3,4,246.3190488,171.3521584,878.1804309,496,1147.2,651.2,Brush Teeth
866.4,288.8,-336,5,5,5,-180.7031812,-585.9227723,-433.3738786,577.6,1202.4,624.8,Brush Teeth
874.4,282.4,-332,5,4,6,35.03821621,411.8074043,459.9589951,592,1206.4,614.4,Brush Teeth
833.6,272.8,-392,4,5,3,-108.9442104,106.0293585,260.3587176,560.8,1225.6,664.8,Brush Teeth
778.4,592.8,65.6,4,5,6,20.14738315,245.7138652,-57.16148515,185.6,712.8,527.2,Brush Teeth
779.2,562.4,1.6,4,4,4,-41.64796844,-112.2054971,-388.2232682,216.8,777.6,560.8,Brush Teeth
813.6,525.6,-37.6,5,5,5,-165.1045271,-200.5478294,-185.5023123,288,851.2,563.2,Brush Teeth
640.8,696.8,265.6,5,2,2,-326.0895233,286.9538735,582.3891872,-56,375.2,431.2,Brush Teeth
174.4,552.8,-528,7,4,7,-588.8492002,-463.1494465,-2008.097751,-378.4,702.4,1080.8,Lower Arm
-319.2,436.8,-919.2,7,6,4,-514.0564137,-214.1902364,-160.642985,-756,600,1356,Inactive
-432,296,-952,1,0,1,-64.25702992,44.02796494,-141.6034548,-728,520,1248,Inactive
-950.4,41.6,-587.2,4,5,4,53.5476514,535.4755911,-85.67594076,-992,-363.2,628.8,Inactive
-563.2,411.2,-581.6,6,5,4,-668.3234895,-19.12416804,-533.3074823,-974.4,18.4,992.8,Inactive
83.2,610.4,-407.2,0,4,4,2022.298801,-174.3861851,798.3301498,-527.2,490.4,1017.6,Raise Arm
815.2,509.6,-69.6,5,5,5,-9.94537442,179.8940968,58.64592047,305.6,884.8,579.2,Brush Teeth
831.2,536.8,62.4,4,4,6,-58.31759083,272.5402805,-300.7383078,294.4,768.8,474.4,Brush Teeth
817.6,544,20.8,4,4,4,-65.04457478,3.50478745,-330.1833601,273.6,796.8,523.2,Brush Teeth
800,531.2,86.4,3,5,4,190.6446723,-24.56975555,644.9162015,268.8,713.6,444.8,Brush Teeth
768.8,576.8,170.4,5,4,4,-175.6321041,106.2020813,-227.9614568,192,598.4,406.4,Brush Teeth
811.2,565.6,149.6,4,2,5,-208.2225545,162.6062244,-1356.527585,245.6,661.6,416,Brush Teeth
770.4,572,100,4,6,5,9.433806319,-74.58440638,190.2192788,198.4,670.4,472,Brush Teeth
780.8,174.4,-492.8,4,5,7,96.13048376,-740.9961587,-1474.468276,606.4,1273.6,667.2,Brush Teeth
736.8,-4.8,-744.8,6,5,5,-140.2892105,-84.57367571,-350.7983055,741.6,1481.6,740,Brush Teeth
838.4,326.4,-194.4,3,4,4,450.2841686,815.5638909,1583.255963,512,1032.8,520.8,Brush Teeth
872,427.2,-85.6,6,6,5,62.25473483,78.71664878,303.5221045,444.8,957.6,512.8,Brush Teeth
872.8,398.4,-81.6,4,5,3,97.21021103,215.5001403,605.1892408,474.4,954.4,480,Brush Teeth
855.2,474.4,43.2,5,4,5,-326.0927111,-217.8191649,-315.5679018,380.8,812,431.2,Brush Teeth
836,563.2,11.2,4,6,6,-358.1493088,61.49570014,-421.9072426,272.8,824.8,552,Brush Teeth
719.2,598.4,-48.8,5,4,5,-169.6757094,13.39435024,-381.4422346,120.8,768,647.2,Brush Teeth
730.4,649.6,-41.6,5,4,5,-176.6350992,161.5329417,-561.0044011,80.8,772,691.2,Brush Teeth
705.6,699.2,184,6,4,5,-56.30272614,286.7864241,18.89933039,6.4,521.6,515.2,Brush Teeth
765.6,591.2,-16.8,4,3,6,128.5140496,171.3503434,214.1878985,174.4,782.4,608,Brush Teeth
779.2,523.2,-18.4,5,3,4,-128.6413494,7.013057852,-243.5116845,256,797.6,541.6,Brush Teeth
820,552,-30.4,5,5,5,108.2021878,-136.9926581,-348.5358169,268,850.4,582.4,Brush Teeth
805.6,504,-203.2,4,5,5,-221.4570875,-187.7986878,-617.5796332,301.6,1008.8,707.2,Brush Teeth
827.2,494.4,-200.8,5,2,5,59.41362255,220.2045281,-355.2707753,332.8,1028,695.2,Brush Teeth
824,477.6,-150.4,5,3,4,6.375570744,32.00083498,-136.4103544,346.4,974.4,628,Brush Teeth
823.2,497.6,12.8,4,4,4,110.9316059,-75.50734059,609.622725,325.6,810.4,484.8,Brush Teeth
806.4,523.2,203.2,4,3,4,188.0167637,124.7871462,461.2318161,283.2,603.2,320,Brush Teeth
803.2,497.6,-24,3,4,5,303.0595382,212.3409229,857.9401284,305.6,827.2,521.6,Brush Teeth
850.4,496.8,102.4,5,5,3,300.3765177,171.862099,934.9190471,353.6,748,394.4,Brush Teeth
844.8,440,-72.8,4,5,4,50.1109695,-42.4247705,843.786897,404.8,917.6,512.8,Brush Teeth
856,276.8,-193.6,5,3,5,-169.3121309,-825.1426249,-441.0009801,579.2,1049.6,470.4,Brush Teeth
805.6,-172.8,-615.2,5,5,4,91.11789649,243.8939988,-215.6409334,978.4,1420.8,442.4,Brush Teeth
775.2,-36,-720,5,6,4,31.77983477,-112.3918194,-7.417329038,811.2,1495.2,684,Brush Teeth
781.6,-79.2,-656,5,6,4,-17.2288797,-314.9520003,697.085539,860.8,1437.6,576.8,Brush Teeth
718.4,-215.2,-681.6,4,4,5,214.1900519,310.575689,-406.9608032,933.6,1400,466.4,Brush Teeth
749.6,-206.4,-668,4,4,5,343.7325934,116.037677,-386.2166009,956,1417.6,461.6,Brush Teeth
795.2,-299.2,-501.6,4,6,4,141.5198805,1.275305583,-144.3247222,1094.4,1296.8,202.4,Brush Teeth
800.8,-288,-560,4,4,5,-117.8057068,58.9022535,101.7415621,1088.8,1360.8,272,Brush Teeth
800,-240,-616,2,2,2,-301.6336059,-163.063105,24.79596273,1040,1416,376,Brush Teeth
-980,255.2,-161.6,3,4,6,20.09708394,-27.79818111,-100.1739254,-1235.2,-818.4,416.8,Inactive
-823.2,594.4,-332,3,2,6,1095.407754,617.0909838,-181.4202979,-1417.6,-491.2,926.4,Raise Arm
563.2,624,-80,1,5,3,992.9615489,-235.3147547,576.1491961,-60.8,643.2,704,Raise Arm
791.2,567.2,64.8,5,5,5,-160.6421697,-96.38517572,-53.54745144,224,726.4,502.4,Scratch Chin
1.6,763.2,56.8,9,4,5,-2160.13234,340.5368357,-183.2091222,-761.6,-55.2,706.4,Lower Arm
-1032,428.8,-217.6,2,4,3,61.87730057,-497.3968897,66.63691991,-1460.8,-814.4,646.4,Inactive
-328,881.6,-268,0,4,4,1628.053047,-736.0539839,-126.0723247,-1209.6,-60,1149.6,Raise Arm
641.6,280,-536,4,5,7,133.1317601,-393.7903616,-706.5271503,361.6,1177.6,816,Combing Hair
552,-150.4,-756.8,4,4,5,-276.7457181,-1050.702182,173.0939532,702.4,1308.8,606.4,Combing Hair
672.8,75.2,-573.6,4,4,6,358.3869916,433.3575582,-375.0848812,597.6,1246.4,648.8,Combing Hair
504,-452,-620.8,6,5,5,-631.8612591,-578.3099161,128.5153109,956,1124.8,168.8,Combing Hair
636,-776,-736,0,2,1,411.2451961,-171.3521276,463.7219031,1412,1372,-40,Combing Hair
-411.2,814.4,-506.4,3,4,4,38.46637685,-27.89734638,300.3548859,-1225.6,95.2,1320.8,Drawing
-400.8,815.2,-503.2,5,4,6,25.99219837,-55.79146641,-146.5366984,-1216,102.4,1318.4,Drawing
-400,808,-521.6,4,4,5,-16.06430619,240.9640852,433.7357902,-1208,121.6,1329.6,Drawing
-400.8,800.8,-556,4,4,3,21.8016307,-44.11295295,190.0943478,-1201.6,155.2,1356.8,Drawing
-408.8,845.6,-421.6,2,5,5,32.3833827,146.1346181,184.7680793,-1254.4,12.8,1267.2,Drawing
-420.8,875.2,-393.6,3,3,5,39.97518002,34.95898752,-54.45862347,-1296,-27.2,1268.8,Drawing
-407.2,858.4,-429.6,4,4,5,-118.4575631,60.29676252,12.48362909,-1265.6,22.4,1288,Drawing
-361.6,864,-449.6,4,4,6,146.6182631,53.03752917,-53.16519816,-1225.6,88,1313.6,Drawing
-424,856,-432.8,3,4,5,336.2110807,84.24248177,-84.26076761,-1280,8.8,1288.8,Drawing
-448,846.8571429,-421.7142857,4,4,4,-562.0907975,-138.5948563,-294.3117726,-1294.857143,-26.28571429,1268.571429,Drawing
-288.8,854.4,-529.6,4,5,4,-38.51791082,-116.7039644,-345.6745764,-1143.2,240.8,1384,Drawing
-312,792,-569.6,5,4,6,-21.22662305,564.0339134,1368.914113,-1104,257.6,1361.6,Drawing
-284,804,-604,4,5,4,76.56257008,-200.1421323,480.0955733,-1088,320,1408,Drawing
-246.4,818.4,-584.8,4,4,6,137.9486199,-281.5069803,-539.6825396,-1064.8,338.4,1403.2,Drawing
-285.6,854.4,-493.6,4,3,5,703.8729631,68.56544953,-384.4342889,-1140,208,1348,Drawing
-284.8,854.4,-479.2,5,6,3,-968.871618,136.5274034,257.0328344,-1139.2,194.4,1333.6,Drawing
-265.6,879.2,-476.8,4,4,4,352.4735763,59.57356563,-127.5768181,-1144.8,211.2,1356,Drawing
-401,813,-527,6,5,6,-200.8904815,-186.3207009,-244.5057371,-1214,126,1340,Drawing
-322.4,1008,-318.4,3,3,5,73.94917827,445.363836,-209.1702762,-1330.4,-4,1326.4,Inactive
459.2,506.4,-485.6,1,8,4,985.1454509,-1071.185518,-417.2229469,-47.2,944.8,992,Raise Arm
796.8,267.2,-505.6,5,6,4,-240.0710743,-356.7265853,-671.0010732,529.6,1302.4,772.8,Brush Teeth
719.2,132.8,-607.2,6,5,5,-184.7658753,-852.9763839,321.270038,586.4,1326.4,740,Brush Teeth
744,40.8,-715.2,5,5,5,-81.70140239,-575.0098817,252.5979413,703.2,1459.2,756,Brush Teeth
751.2,71.2,-656,4,4,5,-3.299262373,148.713302,39.41771783,680,1407.2,727.2,Brush Teeth
808.8,331.2,-413.6,4,4,4,-220.888573,218.2638842,124.2287293,477.6,1222.4,744.8,Brush Teeth
808.8,385.6,-385.6,5,5,4,53.92982996,385.7942888,417.1581595,423.2,1194.4,771.2,Brush Teeth
832.8,304,-396.8,5,4,3,130.2896283,383.4535269,772.2551933,528.8,1229.6,700.8,Brush Teeth
821.6,220.8,-484.8,5,4,5,-163.8609174,403.5006493,219.2114467,600.8,1306.4,705.6,Brush Teeth
748.8,12,-649.6,3,5,5,-9.824683335,-25.45900686,62.30496655,736.8,1398.4,661.6,Brush Teeth
784,79.2,-568.8,4,5,4,104.1132975,792.8846395,514.3230254,704.8,1352.8,648,Brush Teeth
790.4,336,-437.6,4,5,5,223.2143388,57.21778704,499.1231669,454.4,1228,773.6,Brush Teeth
853.6,244,-390.4,5,6,4,-21.17061451,-792.2287219,39.95744279,609.6,1244,634.4,Brush Teeth
876.8,18.4,-477.6,4,4,6,149.9326733,224.8975949,-396.2522758,858.4,1354.4,496,Brush Teeth
827.2,248,-477.6,5,5,3,-30.71599173,995.8099525,447.9712552,579.2,1304.8,725.6,Brush Teeth
819.2,303.2,-427.2,5,5,5,189.5326128,80.86565188,267.169671,516,1246.4,730.4,Brush Teeth
813.6,362.4,-373.6,4,4,6,231.3153979,159.2130832,411.4688422,451.2,1187.2,736,Brush Teeth
844,330.4,-401.6,4,5,4,-63.87467922,-1271.116082,-1865.748967,513.6,1245.6,732,Brush Teeth
883.2,17.6,-365.6,5,5,6,-198.1253535,10.70905038,-1788.478845,865.6,1248.8,383.2,Brush Teeth
800.8,40,-606.4,4,5,5,-32.12862776,-321.2853239,-321.2852316,760.8,1407.2,646.4,Brush Teeth
856.8,-16.8,-480.8,4,4,5,65.14967717,145.0924175,75.09455938,873.6,1337.6,464,Brush Teeth
830.4,-61.6,-512,5,6,3,201.3657619,263.1229373,-95.48237856,892,1342.4,450.4,Brush Teeth
847.2,226.4,-420.8,6,5,5,-239.3810993,-633.7652738,-1426.704231,620.8,1268,647.2,Brush Teeth
818.4,325.6,-407.2,5,5,4,83.2543691,-178.2330029,-644.9869898,492.8,1225.6,732.8,Brush Teeth
808.8,226.4,-439.2,4,6,4,-53.46555564,-720.8832609,-264.7535824,582.4,1248,665.6,Brush Teeth
800,22.4,-604.8,4,5,4,-108.922531,-258.2075197,404.9630454,777.6,1404.8,627.2,Brush Teeth
789.6,52.8,-624,5,5,4,-115.1273155,346.2746607,-274.8790351,736.8,1413.6,676.8,Brush Teeth
765.6,464.8,-324,5,2,4,-248.3445297,801.9143438,19.99795,300.8,1089.6,788.8,Brush Teeth
617.6,388,-692,3,5,5,73.14740631,-698.4251728,-218.6005447,229.6,1309.6,1080,Brush Teeth
636.8,438.4,-672.8,4,4,4,64.7671624,51.12684141,189.9650175,198.4,1309.6,1111.2,Brush Teeth
771.2,14.4,-566.4,4,5,4,254.9876102,259.067819,195.8295467,756.8,1337.6,580.8,Brush Teeth
837.6,-106.4,-476.8,4,4,5,-196.257559,289.836308,21.55931109,944,1314.4,370.4,Brush Teeth
835.2,19.2,-557.6,4,5,5,208.2186686,-104.9290336,128.0174885,816,1392.8,576.8,Brush Teeth
809.6,-38.4,-571.2,3,4,5,-64.38483222,246.5747655,47.29968461,848,1380.8,532.8,Brush Teeth
843.2,-37.6,-504.8,3,4,5,14.27919528,503.344933,257.0280069,880.8,1348,467.2,Brush Teeth
835.2,-71.2,-432,5,4,5,-144.1960487,285.4588176,247.4630044,906.4,1267.2,360.8,Brush Teeth
767.2,192.8,-615.2,4,5,3,-15.37541414,273.0722329,-0.490603878,574.4,1382.4,808,Brush Teeth
796,84.8,-540,6,6,5,-31.61862566,-171.7347061,-41.69006575,711.2,1336,624.8,Brush Teeth
112,620.8,-277.6,6,4,4,-356.0292209,-130.1306194,-330.8866905,-508.8,389.6,898.4,Lower Arm
-476,906.4,23.2,5,5,3,155.286814,-101.7410391,428.3794885,-1382.4,-499.2,883.2,Inactive
-480.8,849.6,389.6,4,5,5,235.8926495,-102.7306885,245.0844722,-1330.4,-870.4,460,Inactive
-472,856,528,1,0,0,-70.30085901,127.4947782,78.6416389,-1328,-1000,328,Inactive
-40,909.6,-41.6,1,5,7,989.2158598,-941.0436031,-525.2796294,-949.6,1.6,951.2,Raise Arm
793.6,140,-497.6,4,4,4,594.3787983,449.8013423,1210.177112,653.6,1291.2,637.6,Brush Teeth
848,36.8,-484.8,4,4,5,231.0208717,-63.48908377,858.9317742,811.2,1332.8,521.6,Brush Teeth
764,-64.8,-652,5,4,5,-89.14562218,11.14901836,314.1874477,828.8,1416,587.2,Brush Teeth
792.8,-53.6,-644.8,4,4,4,-161.4070301,-516.8562717,302.8011489,846.4,1437.6,591.2,Brush Teeth
865.6,11.2,-347.2,4,4,3,311.3787662,647.3397915,1293.424675,854.4,1212.8,358.4,Brush Teeth
816,200.8,-457.6,5,4,3,70.09985203,708.4390966,1249.571164,615.2,1273.6,658.4,Brush Teeth
823.2,303.2,-428,4,5,5,26.00788461,76.11865902,576.1230146,520,1251.2,731.2,Brush Teeth
828.8,353.6,-397.6,5,5,5,-103.2501942,-423.5744403,-1359.970501,475.2,1226.4,751.2,Brush Teeth
804,2.4,-568,4,5,6,260.1786238,247.7771886,-584.9537654,801.6,1372,570.4,Brush Teeth
844,-26.4,-575.2,5,3,5,-138.9563284,-245.5788773,-23.27167893,870.4,1419.2,548.8,Brush Teeth
817.6,73.6,-541.6,5,5,5,26.09289402,119.2899825,-675.3769565,744,1359.2,615.2,Brush Teeth
853.6,219.2,-467.2,4,5,4,-176.2511338,-395.1110149,-820.6044539,634.4,1320.8,686.4,Brush Teeth
841.6,24,-481.6,4,5,5,136.0694967,474.2174105,-88.71319277,817.6,1323.2,505.6,Brush Teeth
811.2,103.2,-480,5,5,5,146.4622236,303.9313217,-263.9708444,708,1291.2,583.2,Brush Teeth
842.4,261.6,-414.4,6,3,4,37.82848855,11.66102225,25.49810736,580.8,1256.8,676,Brush Teeth
851.2,372.8,-272,4,4,4,574.5686563,240.5397177,979.4119834,478.4,1123.2,644.8,Brush Teeth
877.6,171.2,-429.6,3,4,5,270.6700294,538.5351958,1234.781779,706.4,1307.2,600.8,Brush Teeth
871.2,199.2,-298.4,6,5,4,-234.5686084,242.9041094,865.5828439,672,1169.6,497.6,Brush Teeth
900.8,-108,-468.8,6,6,6,-279.1989015,-326.2906986,-433.8302639,1008.8,1369.6,360.8,Brush Teeth
782.4,270.4,-436.8,5,3,3,159.4942443,1197.4238,472.8748433,512,1219.2,707.2,Brush Teeth
541.6,668,-328,4,4,4,101.8281774,375.3984124,140.8917658,-126.4,869.6,996,Brush Teeth
583.2,720,-332,5,5,5,-356.4723645,-792.2446684,-586.8528357,-136.8,915.2,1052,Brush Teeth
540.8,648.8,-360.8,6,4,3,-209.9878516,270.0922522,561.0434863,-108,901.6,1009.6,Brush Teeth
-163.2,982.4,-278.4,6,5,5,-654.0798124,198.4955774,-199.570242,-1145.6,115.2,1260.8,Lower Arm
-327.1111111,888.8888889,-403.5555556,3,2,4,43.70119116,139.8577545,139.8869878,-1216,76.44444444,1292.444444,Inactive
57.6,740.8,-140.8,3,6,2,961.4385726,-2050.113115,193.4102653,-683.2,198.4,881.6,Raise Arm
898.4,63.2,-164,3,2,4,586.5271492,910.3792634,531.473057,835.2,1062.4,227.2,Scratch Chin
782.4,387.2,28.8,5,4,3,-499.3516418,62.36433137,-46.76049577,395.2,753.6,358.4,Scratch Chin
-341.6,1068,92,5,4,5,-953.7837282,-117.6772072,-183.9751977,-1409.6,-433.6,976,Lower Arm
246.4,514.4,-134.4,1,6,4,1414.133983,-1953.509528,-822.0176341,-268,380.8,648.8,Raise Arm
852.8,-304.8,-405.6,4,3,5,-21.43634337,610.5818808,35.55268755,1157.6,1258.4,100.8,Scratch Chin
774.4,548,2.4,4,6,5,-65.02257217,-55.71437738,18.61467052,226.4,772,545.6,Scratch Chin
591.2,619.2,36.8,7,2,5,-1052.918514,410.1548661,-579.8481221,-28,554.4,582.4,Scratch Chin
-586,956,-68,5,5,3,-648.2238847,-312.3865542,49.34925331,-1542,-518,1024,Lower Arm
44,876,30.4,2,4,6,1157.180244,-1403.525458,-1134.47926,-832,13.6,845.6,Raise Arm
556,-111.2,-729.6,6,6,4,-310.9815396,-713.9862738,-148.9520769,667.2,1285.6,618.4,Combing Hair
668,-390.4,-596,4,4,4,527.6702182,797.7937323,33.59188598,1058.4,1264,205.6,Combing Hair
516.8,-260.8,-715.2,5,7,4,-383.4754197,-1030.733883,250.6283519,777.6,1232,454.4,Combing Hair
336.8,177.6,-160,5,3,3,-1268.503364,2286.564656,884.7886963,159.2,496.8,337.6,Lower Arm
-570.2857143,1072,78.85714286,1,4,2,282.0219212,-615.5134877,181.8362935,-1642.285714,-649.1428571,993.1428571,Inactive
